1614962446382, 5159-4504-8495-6584, Visa, 9, Aus_der_Region, 2.43, CHF, CHF, 1614962446082, 1.0
1614962638839, "5198-4650-1956-9569", "Visa", 14, "BioMarkt", 71.35, "EUR", "CHF", 1614962639867, 1.04
1614962638879, "5139-1854-1542-6265", "Diners Club", 10, "Aus_der_Region", 61.34, "EUR", "CHF", 1614962639867, 1.04
1614962638890, "5119-4101-7588-3811", "Revolut", 9, "Aus_der_Region", 32.03, "EUR", "CHF", 1614962639867, 1.04
1614962639042, "5179-3325-4207-3409", "Revolut", 6, "Tante_Emma", 39.22, "EUR", "CHF", 1614962639867, 1.04
1614962639124, "5129-2715-6384-7564", "MasterCard", 11, "Shop_am_Eck", 69.63, "EUR", "CHF", 1614962639867, 1.04
1614962639145, "5117-6737-3004-8558", "Visa", 9, "Aus_der_Region", 48.59, "EUR", "CHF", 1614962639867, 1.04
1614962639402, "5125-4128-9890-8549", "Diners Club", 13, "BioMarkt", 75.61, "EUR", "CHF", 1614962639867, 1.04
1614962639797, "5118-9431-8894-6582", "AMEX", 0, "Tante_Emma", 87.19, "USD", "CHF", 1614962638865, 1.05
1614962639819, "5150-6395-8996-4432", "MasterCard", 4, "BioMarkt", 12.1, "USD", "CHF", 1614962638865, 1.05
1614962639413, "5156-2386-5195-1329", "Revolut", 5, "Tante_Emma", 19.4, "EUR", "CHF", 1614962639867, 1.04
1614962639544, "5159-1671-5056-8597", "Diners Club", 5, "Tante_Emma", 78.56, "EUR", "CHF", 1614962639867, 1.04
1614962639596, "5177-8993-5456-7206", "AMEX", 13, "BioMarkt", 11.49, "EUR", "CHF", 1614962639867, 1.04
1614962639615, "5182-4700-2505-6144", "Diners Club", 3, "SihlCity", 22.13, "EUR", "CHF", 1614962639867, 1.04
1614962639715, "5174-2606-5202-6027", "MasterCard", 13, "BioMarkt", 74.35, "EUR", "CHF", 1614962639867, 1.04
1614962639757, "5126-1911-6368-1305", "AMEX", 1, "Aus_der_Region", 50.27, "EUR", "CHF", 1614962639867, 1.04
1614962639776, "5178-7372-8639-9669", "Diners Club", 2, "Shop_am_Eck", 24.0, "EUR", "CHF", 1614962639867, 1.04
1614962639842, "5139-6285-3164-4233", "Revolut", 3, "SihlCity", 71.76, "EUR", "CHF", 1614962639867, 1.04
1614962639992, "5168-5908-4524-4263", "MasterCard", 6, "Tante_Emma", 88.86, "CHF", "CHF", 1614962640873, 1.0
1614962640061, "5166-7214-4903-6848", "AMEX", 11, "Shop_am_Eck", 66.5, "CHF", "EUR", 1614962641877, 1.04
1614962640022, "5198-2596-4970-8527", "Maestro", 12, "BioMarkt", 56.7, "CHF", "CHF", 1614962640873, 1.0
1614962640079, "5132-6352-9278-2749", "Diners Club", 7, "Aus_der_Region", 26.55, "CHF", "CHF", 1614962640873, 1.0
1614962640100, "5132-4236-9709-3438", "AMEX", 6, "Tante_Emma", 62.72, "CHF", "EUR", 1614962641877, 1.04
1614962640353, "5160-4994-3864-5329", "Revolut", 2, "Shop_am_Eck", 21.05, "CHF", "EUR", 1614962641877, 1.04
1614962640110, "5119-4394-2490-2224", "AMEX", 3, "SihlCity", 71.36, "CHF", "CHF", 1614962640873, 1.0
1614962640204, "5149-9888-4519-6928", "MasterCard", 6, "Tante_Emma", 30.45, "CHF", "CHF", 1614962640873, 1.0
1614962640393, "5196-7905-8753-7057", "Maestro", 9, "Aus_der_Region", 12.36, "CHF", "EUR", 1614962641877, 1.04
1614962640404, "5127-4182-4145-1625", "Revolut", 13, "BioMarkt", 46.95, "CHF", "EUR", 1614962641877, 1.04
1614962640282, "5157-8720-5347-3589", "Revolut", 13, "BioMarkt", 83.52, "CHF", "CHF", 1614962640873, 1.0
1614962640415, "5130-1803-8379-8009", "Diners Club", 8, "Aus_der_Region", 84.62, "CHF", "CHF", 1614962640873, 1.0
1614962640445, "5191-1501-8331-4579", "Revolut", 6, "Tante_Emma", 61.88, "CHF", "EUR", 1614962641877, 1.04
1614962640435, "5116-4089-7889-9956", "Visa", 10, "Aus_der_Region", 16.16, "CHF", "CHF", 1614962640873, 1.0
1614962640498, "5137-7927-4590-6230", "AMEX", 10, "Aus_der_Region", 87.02, "CHF", "CHF", 1614962640873, 1.0
1614962640540, "5180-5643-9657-9188", "Revolut", 7, "Aus_der_Region", 82.94, "CHF", "EUR", 1614962641877, 1.04
1614962640550, "5136-1461-9477-8326", "AMEX", 9, "Aus_der_Region", 22.67, "CHF", "EUR", 1614962641877, 1.04
1614962640591, "5142-6694-7572-1725", "Revolut", 7, "Aus_der_Region", 23.55, "CHF", "CHF", 1614962640873, 1.0
1614962640662, "5163-9048-2230-1274", "Maestro", 12, "BioMarkt", 23.97, "CHF", "CHF", 1614962640873, 1.0
1614962640896, "5186-3261-7332-4443", "Diners Club", 7, "Aus_der_Region", 88.92, "CHF", "CHF", 1614962640873, 1.0
1614962641177, "5136-5374-3630-4219", "Revolut", 0, "Tante_Emma", 64.01, "CHF", "CHF", 1614962640873, 1.0
1614962641215, "5148-8085-8285-5096", "MasterCard", 14, "BioMarkt", 43.74, "CHF", "CHF", 1614962640873, 1.0
1614962640582, "5130-1297-6344-7478", "Visa", 3, "SihlCity", 36.92, "CHF", "EUR", 1614962641877, 1.04
1614962640643, "5136-5004-9564-2949", "Maestro", 6, "Tante_Emma", 75.79, "CHF", "EUR", 1614962641877, 1.04
1614962640652, "5194-7271-4234-4893", "Visa", 8, "Aus_der_Region", 13.89, "CHF", "EUR", 1614962641877, 1.04
1614962640762, "5196-7658-1053-9447", "Diners Club", 14, "BioMarkt", 60.23, "CHF", "EUR", 1614962641877, 1.04
1614962640982, "5134-6815-5137-3185", "Visa", 4, "BioMarkt", 78.21, "CHF", "EUR", 1614962641877, 1.04
1614962641013, "5177-5347-2100-5063", "Maestro", 0, "Tante_Emma", 23.59, "CHF", "EUR", 1614962641877, 1.04
1614962641187, "5129-8220-5182-2875", "AMEX", 15, "BioMarkt", 61.49, "CHF", "EUR", 1614962641877, 1.04
1614962641336, "5116-8873-3074-4475", "Visa", 8, "Aus_der_Region", 85.33, "CHF", "CHF", 1614962640873, 1.0
1614962641460, "5119-7977-8502-5437", "Visa", 7, "Aus_der_Region", 22.27, "CHF", "CHF", 1614962640873, 1.0
1614962641498, "5112-3678-8757-8072", "AMEX", 3, "SihlCity", 3.13, "CHF", "CHF", 1614962640873, 1.0
1614962641539, "5120-9173-5207-9005", "Visa", 12, "BioMarkt", 20.71, "CHF", "CHF", 1614962640873, 1.0
1614962641619, "5178-2152-7117-8224", "Diners Club", 14, "BioMarkt", 63.39, "CHF", "CHF", 1614962640873, 1.0
1614962641723, "5124-7943-1801-7979", "Maestro", 12, "BioMarkt", 19.44, "CHF", "CHF", 1614962640873, 1.0
1614962641205, "5175-8077-3881-4217", "Diners Club", 11, "Shop_am_Eck", 27.87, "CHF", "EUR", 1614962641877, 1.04
1614962641284, "5158-5154-6479-8705", "Revolut", 5, "Tante_Emma", 62.53, "CHF", "EUR", 1614962641877, 1.04
1614962641387, "5131-2535-1390-7942", "Revolut", 10, "Aus_der_Region", 48.13, "CHF", "EUR", 1614962641877, 1.04
1614962641408, "5171-5446-7718-6602", "Diners Club", 10, "Aus_der_Region", 42.23, "CHF", "EUR", 1614962641877, 1.04
1614962641480, "5146-4248-8136-1145", "Diners Club", 0, "Tante_Emma", 80.13, "CHF", "EUR", 1614962641877, 1.04
1614962641508, "5170-5233-3772-7136", "MasterCard", 14, "BioMarkt", 54.78, "CHF", "EUR", 1614962641877, 1.04
1614962641569, "5162-2514-8412-8191", "Revolut", 5, "Tante_Emma", 18.66, "CHF", "EUR", 1614962641877, 1.04
1614962641712, "5164-4170-4770-7942", "Revolut", 9, "Aus_der_Region", 67.9, "CHF", "EUR", 1614962641877, 1.04
1614962641830, "5114-7238-2299-8597", "Maestro", 2, "Shop_am_Eck", 81.97, "CHF", "EUR", 1614962641877, 1.04
1614962641840, "5159-7957-6179-1484", "AMEX", 14, "BioMarkt", 86.56, "CHF", "EUR", 1614962641877, 1.04
1614962641904, "5170-7114-7771-5214", "Visa", 8, "Aus_der_Region", 57.49, "CHF", "EUR", 1614962641877, 1.04
1614962641768, "5166-2594-9970-3705", "AMEX", 7, "Aus_der_Region", 7.95, "CHF", "CHF", 1614962640873, 1.0
1614962641914, "5123-5323-8001-5679", "Visa", 2, "Shop_am_Eck", 47.51, "CHF", "CHF", 1614962640873, 1.0
1614962641969, "5158-2047-9527-8777", "Revolut", 6, "Tante_Emma", 46.16, "USD", "USD", 1614962642881, 1.0
1614962641969, "5158-2047-9527-8777", "Revolut", 6, "Tante_Emma", 46.16, "USD", "USD", 1614962643886, 1.0
1614962642342, "5178-7769-8230-2027", "MasterCard", 12, "BioMarkt", 62.24, "USD", "USD", 1614962642881, 1.0
1614962642342, "5178-7769-8230-2027", "MasterCard", 12, "BioMarkt", 62.24, "USD", "USD", 1614962643886, 1.0
1614962642565, "5127-7762-5078-8093", "Visa", 11, "Shop_am_Eck", 70.9, "USD", "USD", 1614962642881, 1.0
1614962642565, "5127-7762-5078-8093", "Visa", 11, "Shop_am_Eck", 70.9, "USD", "USD", 1614962643886, 1.0
1614962642738, "5124-9799-9485-8469", "Maestro", 0, "Tante_Emma", 77.89, "USD", "USD", 1614962642881, 1.0
1614962642738, "5124-9799-9485-8469", "Maestro", 0, "Tante_Emma", 77.89, "USD", "USD", 1614962643886, 1.0
1614962642829, "5192-3015-5203-6303", "Maestro", 6, "Tante_Emma", 46.99, "USD", "USD", 1614962642881, 1.0
1614962642829, "5192-3015-5203-6303", "Maestro", 6, "Tante_Emma", 46.99, "USD", "USD", 1614962643886, 1.0
1614962642871, "5127-8929-2544-1425", "AMEX", 12, "BioMarkt", 58.06, "USD", "USD", 1614962642881, 1.0
1614962642871, "5127-8929-2544-1425", "AMEX", 12, "BioMarkt", 58.06, "USD", "USD", 1614962643886, 1.0
1614962642911, "5124-3256-2259-4520", "Diners Club", 14, "BioMarkt", 57.42, "USD", "USD", 1614962642881, 1.0
1614962642911, "5124-3256-2259-4520", "Diners Club", 14, "BioMarkt", 57.42, "USD", "USD", 1614962643886, 1.0
1614962643097, "5121-6584-2900-7561", "AMEX", 0, "Tante_Emma", 37.41, "USD", "USD", 1614962642881, 1.0
1614962643097, "5121-6584-2900-7561", "AMEX", 0, "Tante_Emma", 37.41, "USD", "USD", 1614962643886, 1.0
1614962643408, "5125-4205-6678-1998", "Visa", 14, "BioMarkt", 2.57, "USD", "USD", 1614962642881, 1.0
1614962643408, "5125-4205-6678-1998", "Visa", 14, "BioMarkt", 2.57, "USD", "USD", 1614962643886, 1.0
1614962643459, "5141-1119-7966-7942", "Visa", 2, "Shop_am_Eck", 33.49, "USD", "USD", 1614962642881, 1.0
1614962643459, "5141-1119-7966-7942", "Visa", 2, "Shop_am_Eck", 33.49, "USD", "USD", 1614962643886, 1.0
1614962643519, "5136-9312-5430-8951", "Visa", 8, "Aus_der_Region", 12.48, "USD", "USD", 1614962642881, 1.0
1614962643519, "5136-9312-5430-8951", "Visa", 8, "Aus_der_Region", 12.48, "USD", "USD", 1614962643886, 1.0
1614962643592, "5140-8955-9085-7757", "Revolut", 9, "Aus_der_Region", 51.03, "USD", "USD", 1614962642881, 1.0
1614962643592, "5140-8955-9085-7757", "Revolut", 9, "Aus_der_Region", 51.03, "USD", "USD", 1614962643886, 1.0
1614962643728, "5129-4469-9533-1096", "MasterCard", 5, "Tante_Emma", 83.1, "USD", "USD", 1614962642881, 1.0
1614962643728, "5129-4469-9533-1096", "MasterCard", 5, "Tante_Emma", 83.1, "USD", "USD", 1614962643886, 1.0
1614962643759, "5141-4952-7877-7757", "Visa", 6, "Tante_Emma", 37.06, "USD", "USD", 1614962642881, 1.0
1614962643759, "5141-4952-7877-7757", "Visa", 6, "Tante_Emma", 37.06, "USD", "USD", 1614962643886, 1.0
1614962643770, "5155-7229-5297-5734", "AMEX", 10, "Aus_der_Region", 31.19, "USD", "USD", 1614962642881, 1.0
1614962643770, "5155-7229-5297-5734", "AMEX", 10, "Aus_der_Region", 31.19, "USD", "USD", 1614962643886, 1.0
1614962643782, "5111-9768-1520-8763", "Revolut", 11, "Shop_am_Eck", 3.29, "USD", "USD", 1614962642881, 1.0
1614962643782, "5111-9768-1520-8763", "Revolut", 11, "Shop_am_Eck", 3.29, "USD", "USD", 1614962643886, 1.0
1614962643824, "5140-2864-4005-3227", "Visa", 15, "BioMarkt", 56.87, "USD", "USD", 1614962642881, 1.0
1614962643824, "5140-2864-4005-3227", "Visa", 15, "BioMarkt", 56.87, "USD", "USD", 1614962643886, 1.0
1614962643885, "5170-7453-3504-2489", "AMEX", 2, "Shop_am_Eck", 56.02, "USD", "USD", 1614962642881, 1.0
1614962643885, "5170-7453-3504-2489", "AMEX", 2, "Shop_am_Eck", 56.02, "USD", "USD", 1614962643886, 1.0
1614962643959, "5130-8493-2536-9148", "Revolut", 12, "BioMarkt", 28.27, "USD", "USD", 1614962642881, 1.0
1614962643959, "5130-8493-2536-9148", "Revolut", 12, "BioMarkt", 28.27, "USD", "USD", 1614962643886, 1.0
1614962644054, "5154-5304-6140-9392", "Maestro", 15, "BioMarkt", 29.9, "CHF", "USD", 1614962644891, 1.08
1614962644169, "5113-6482-1243-3925", "MasterCard", 3, "SihlCity", 50.77, "CHF", "USD", 1614962644891, 1.08
1614962643990, "5187-1008-2773-1546", "Revolut", 7, "Aus_der_Region", 3.32, "USD", "CHF", 1614962645895, 0.98
1614962644127, "5126-1963-3715-7270", "Diners Club", 8, "Aus_der_Region", 40.0, "USD", "CHF", 1614962645895, 0.98
1614962644386, "5154-1339-3765-2206", "AMEX", 1, "Aus_der_Region", 83.2, "USD", "CHF", 1614962645895, 0.98
1614962644406, "5195-9186-8735-8258", "AMEX", 4, "BioMarkt", 38.5, "USD", "CHF", 1614962645895, 0.98
1614962644220, "5178-9097-2833-2655", "MasterCard", 11, "Shop_am_Eck", 46.16, "CHF", "USD", 1614962644891, 1.08
1614962644301, "5117-3501-7990-7807", "AMEX", 11, "Shop_am_Eck", 73.51, "CHF", "USD", 1614962644891, 1.08
1614962644418, "5134-5758-4123-2603", "Revolut", 12, "BioMarkt", 65.76, "USD", "CHF", 1614962645895, 0.98
1614962644342, "5158-9956-4044-9340", "AMEX", 8, "Aus_der_Region", 78.08, "CHF", "USD", 1614962644891, 1.08
1614962644460, "5154-3456-3776-1968", "Visa", 10, "Aus_der_Region", 51.18, "CHF", "USD", 1614962644891, 1.08
1614962644439, "5185-3619-4403-1846", "AMEX", 5, "Tante_Emma", 46.71, "USD", "CHF", 1614962645895, 0.98
1614962644554, "5148-1642-3589-1600", "AMEX", 12, "BioMarkt", 87.86, "CHF", "USD", 1614962644891, 1.08
1614962644565, "5161-2504-2300-5108", "Revolut", 1, "Aus_der_Region", 31.91, "CHF", "USD", 1614962644891, 1.08
1614962644586, "5139-8473-8690-1561", "MasterCard", 6, "Tante_Emma", 4.49, "CHF", "USD", 1614962644891, 1.08
1614962644524, "5187-5170-2784-7013", "Revolut", 2, "Shop_am_Eck", 80.31, "USD", "CHF", 1614962645895, 0.98
1614962644670, "5155-3093-2184-5641", "Visa", 3, "SihlCity", 35.13, "USD", "CHF", 1614962645895, 0.98
1614962644873, "5111-8407-5277-7572", "Diners Club", 6, "Tante_Emma", 31.36, "CHF", "USD", 1614962644891, 1.08
1614962645140, "5190-2636-1913-3119", "MasterCard", 5, "Tante_Emma", 26.34, "CHF", "USD", 1614962644891, 1.08
1614962644691, "5170-3167-3974-1230", "Diners Club", 6, "Tante_Emma", 85.81, "USD", "CHF", 1614962645895, 0.98
1614962644700, "5112-4649-8967-7746", "MasterCard", 2, "Shop_am_Eck", 43.56, "USD", "CHF", 1614962645895, 0.98
1614962644781, "5181-3828-9002-9891", "MasterCard", 12, "BioMarkt", 81.56, "USD", "CHF", 1614962645895, 0.98
1614962644894, "5155-1287-4904-6076", "Revolut", 2, "Shop_am_Eck", 78.37, "USD", "CHF", 1614962645895, 0.98
1614962645009, "5127-1235-6347-9197", "Maestro", 10, "Aus_der_Region", 39.98, "USD", "CHF", 1614962645895, 0.98
1614962645049, "5173-1752-1886-5551", "AMEX", 8, "Aus_der_Region", 4.05, "USD", "CHF", 1614962645895, 0.98
1614962645246, "5148-9871-8424-9495", "Revolut", 7, "Aus_der_Region", 87.19, "CHF", "USD", 1614962644891, 1.08
1614962645285, "5174-9837-7808-9568", "Maestro", 11, "Shop_am_Eck", 39.28, "CHF", "USD", 1614962644891, 1.08
1614962645099, "5170-4389-2496-2018", "Visa", 6, "Tante_Emma", 22.73, "USD", "CHF", 1614962645895, 0.98
1614962645182, "5194-2697-4391-7891", "MasterCard", 12, "BioMarkt", 12.34, "USD", "CHF", 1614962645895, 0.98
1614962645203, "5122-6566-3843-6260", "Visa", 14, "BioMarkt", 10.97, "USD", "CHF", 1614962645895, 0.98
1614962645489, "5169-2279-2220-5210", "AMEX", 7, "Aus_der_Region", 52.81, "USD", "CHF", 1614962645895, 0.98
1614962645601, "5140-6851-1874-2992", "Visa", 14, "BioMarkt", 7.13, "USD", "CHF", 1614962645895, 0.98
1614962645326, "5153-5076-9645-9085", "Visa", 7, "Aus_der_Region", 62.57, "CHF", "USD", 1614962644891, 1.08
1614962645359, "5132-2986-8314-9186", "Diners Club", 15, "BioMarkt", 72.63, "CHF", "USD", 1614962644891, 1.08
1614962645378, "5180-8754-8364-7729", "Visa", 3, "SihlCity", 49.44, "CHF", "USD", 1614962644891, 1.08
1614962645416, "5126-1880-3017-1318", "Diners Club", 8, "Aus_der_Region", 50.93, "CHF", "USD", 1614962644891, 1.08
1614962645526, "5173-3490-3921-3576", "Maestro", 12, "BioMarkt", 75.27, "CHF", "USD", 1614962644891, 1.08
1614962645684, "5157-9383-9664-9565", "Diners Club", 12, "BioMarkt", 55.38, "CHF", "USD", 1614962644891, 1.08
1614962645664, "5166-2451-8566-5488", "Revolut", 11, "Shop_am_Eck", 57.01, "USD", "CHF", 1614962645895, 0.98
1614962645675, "5111-5392-7259-2300", "AMEX", 3, "SihlCity", 24.1, "USD", "CHF", 1614962645895, 0.98
1614962645706, "5140-1778-9981-1372", "Revolut", 4, "BioMarkt", 86.83, "USD", "CHF", 1614962645895, 0.98
1614962645759, "5134-6572-1056-6732", "MasterCard", 15, "BioMarkt", 2.67, "USD", "CHF", 1614962645895, 0.98
1614962645779, "5124-5611-8116-7339", "Visa", 14, "BioMarkt", 49.86, "USD", "CHF", 1614962645895, 0.98
1614962645820, "5128-8277-8099-1919", "Diners Club", 3, "SihlCity", 82.36, "USD", "CHF", 1614962645895, 0.98
1614962646104, "5161-7303-3801-5985", "MasterCard", 0, "Tante_Emma", 79.48, "USD", "USD", 1614962646899, 1.0
1614962646125, "5115-5190-9736-2232", "Visa", 15, "BioMarkt", 12.32, "USD", "USD", 1614962646899, 1.0
1614962645979, "5114-4908-7233-1862", "Visa", 14, "BioMarkt", 53.36, "EUR", "EUR", 1614962647904, 1.0
1614962646164, "5194-9785-1900-9709", "AMEX", 0, "Tante_Emma", 70.8, "EUR", "EUR", 1614962647904, 1.0
1614962646175, "5137-4708-1631-4681", "MasterCard", 14, "BioMarkt", 75.26, "EUR", "EUR", 1614962647904, 1.0
1614962646227, "5115-2746-4588-7002", "Visa", 3, "SihlCity", 23.93, "EUR", "EUR", 1614962647904, 1.0
1614962646185, "5143-9306-1516-3508", "Diners Club", 2, "Shop_am_Eck", 8.84, "USD", "USD", 1614962646899, 1.0
1614962646280, "5119-4451-8087-6394", "Revolut", 15, "BioMarkt", 26.23, "EUR", "EUR", 1614962647904, 1.0
1614962646208, "5126-6883-7247-1089", "Visa", 9, "Aus_der_Region", 75.45, "USD", "USD", 1614962646899, 1.0
1614962646349, "5145-4557-7598-9169", "Visa", 3, "SihlCity", 59.64, "EUR", "EUR", 1614962647904, 1.0
1614962646238, "5128-5290-1567-3984", "Revolut", 11, "Shop_am_Eck", 11.92, "USD", "USD", 1614962646899, 1.0
1614962646301, "5116-6475-6024-3685", "MasterCard", 9, "Aus_der_Region", 76.51, "USD", "USD", 1614962646899, 1.0
1614962646538, "5162-9544-9266-2251", "MasterCard", 15, "BioMarkt", 57.36, "EUR", "EUR", 1614962647904, 1.0
1614962646310, "5164-9524-5346-3643", "Diners Club", 13, "BioMarkt", 56.07, "USD", "USD", 1614962646899, 1.0
1614962646575, "5171-7424-3963-2357", "AMEX", 12, "BioMarkt", 21.61, "EUR", "EUR", 1614962647904, 1.0
1614962646675, "5181-8720-8478-4661", "AMEX", 9, "Aus_der_Region", 9.91, "EUR", "EUR", 1614962647904, 1.0
1614962646871, "5185-7853-8361-1429", "Diners Club", 3, "SihlCity", 54.16, "EUR", "EUR", 1614962647904, 1.0
1614962646882, "5141-5128-4941-1773", "Revolut", 8, "Aus_der_Region", 62.41, "EUR", "EUR", 1614962647904, 1.0
1614962646320, "5131-1897-5335-2145", "Diners Club", 7, "Aus_der_Region", 26.01, "USD", "USD", 1614962646899, 1.0
1614962646376, "5168-1560-3699-6714", "Maestro", 11, "Shop_am_Eck", 5.04, "USD", "USD", 1614962646899, 1.0
1614962646529, "5119-5157-6885-4194", "AMEX", 6, "Tante_Emma", 2.19, "USD", "USD", 1614962646899, 1.0
1614962646635, "5154-4514-1569-5753", "Maestro", 6, "Tante_Emma", 0.14, "USD", "USD", 1614962646899, 1.0
1614962646654, "5112-3381-3651-1594", "AMEX", 15, "BioMarkt", 88.83, "USD", "USD", 1614962646899, 1.0
1614962646735, "5110-8851-8120-8730", "AMEX", 9, "Aus_der_Region", 53.37, "USD", "USD", 1614962646899, 1.0
1614962646754, "5134-7420-8522-8974", "Maestro", 5, "Tante_Emma", 48.94, "USD", "USD", 1614962646899, 1.0
1614962646808, "5156-9304-6930-4890", "Visa", 8, "Aus_der_Region", 2.72, "USD", "USD", 1614962646899, 1.0
1614962646828, "5175-2568-3613-9981", "AMEX", 9, "Aus_der_Region", 79.89, "USD", "USD", 1614962646899, 1.0
1614962646902, "5120-3686-6452-4624", "Revolut", 9, "Aus_der_Region", 31.35, "USD", "USD", 1614962646899, 1.0
1614962646962, "5169-5425-1823-8065", "AMEX", 8, "Aus_der_Region", 0.79, "USD", "USD", 1614962646899, 1.0
1614962647004, "5123-9023-4938-9670", "Diners Club", 6, "Tante_Emma", 72.17, "USD", "USD", 1614962646899, 1.0
1614962647469, "5167-6131-2915-4549", "Visa", 6, "Tante_Emma", 20.43, "USD", "USD", 1614962646899, 1.0
1614962647508, "5111-8496-2145-7310", "Revolut", 1, "Aus_der_Region", 78.07, "USD", "USD", 1614962646899, 1.0
1614962646891, "5158-7643-5671-9250", "Visa", 12, "BioMarkt", 36.37, "EUR", "EUR", 1614962647904, 1.0
1614962647044, "5168-7994-7508-8490", "Visa", 7, "Aus_der_Region", 84.72, "EUR", "EUR", 1614962647904, 1.0
1614962647106, "5167-8381-6257-8563", "AMEX", 15, "BioMarkt", 58.99, "EUR", "EUR", 1614962647904, 1.0
1614962647117, "5140-4268-7365-4396", "Maestro", 1, "Aus_der_Region", 87.67, "EUR", "EUR", 1614962647904, 1.0
1614962647127, "5187-9307-9485-8609", "Visa", 9, "Aus_der_Region", 40.18, "EUR", "EUR", 1614962647904, 1.0
1614962647147, "5182-4213-3753-1884", "AMEX", 4, "BioMarkt", 48.51, "EUR", "EUR", 1614962647904, 1.0
1614962647157, "5192-5362-2771-5935", "Visa", 8, "Aus_der_Region", 33.56, "EUR", "EUR", 1614962647904, 1.0
1614962647176, "5156-1504-4685-5249", "MasterCard", 1, "Aus_der_Region", 67.94, "EUR", "EUR", 1614962647904, 1.0
1614962647261, "5196-5110-8429-5418", "Visa", 15, "BioMarkt", 19.37, "EUR", "EUR", 1614962647904, 1.0
1614962647702, "5148-8527-4491-7395", "Visa", 2, "Shop_am_Eck", 68.28, "USD", "USD", 1614962646899, 1.0
1614962647776, "5128-8356-4636-4686", "Diners Club", 12, "BioMarkt", 1.31, "USD", "USD", 1614962646899, 1.0
1614962647827, "5138-6838-9159-5975", "Diners Club", 12, "BioMarkt", 7.5, "USD", "USD", 1614962646899, 1.0
1614962647848, "5175-3910-2769-3051", "Visa", 2, "Shop_am_Eck", 81.87, "USD", "USD", 1614962646899, 1.0
1614962647918, "5169-2728-4723-6153", "Diners Club", 9, "Aus_der_Region", 37.21, "USD", "USD", 1614962646899, 1.0
1614962647305, "5182-2130-6280-9395", "Revolut", 4, "BioMarkt", 76.94, "EUR", "EUR", 1614962647904, 1.0
1614962647723, "5183-2170-3581-5472", "AMEX", 3, "SihlCity", 34.82, "EUR", "EUR", 1614962647904, 1.0
1614962647806, "5128-9560-8508-9255", "Diners Club", 13, "BioMarkt", 54.01, "EUR", "EUR", 1614962647904, 1.0
1614962647960, "5163-2203-8700-2368", "Maestro", 0, "Tante_Emma", 76.98, "EUR", "EUR", 1614962647904, 1.0
1614962648039, "5191-7993-3535-3381", "AMEX", 9, "Aus_der_Region", 40.06, "EUR", "EUR", 1614962648909, 1.0
1614962648012, "5150-6639-2125-8409", "Visa", 9, "Aus_der_Region", 26.25, "USD", "CHF", 1614962649914, 1.08
1614962648128, "5187-3188-6941-1812", "Visa", 0, "Tante_Emma", 6.05, "USD", "CHF", 1614962649914, 1.08
1614962648178, "5186-8363-7982-6557", "Maestro", 10, "Aus_der_Region", 4.63, "USD", "CHF", 1614962649914, 1.08
1614962648497, "5194-5933-7095-4915", "Maestro", 5, "Tante_Emma", 14.15, "USD", "CHF", 1614962649914, 1.08
1614962648549, "5147-2367-2687-4824", "Maestro", 15, "BioMarkt", 42.57, "USD", "CHF", 1614962649914, 1.08
1614962648613, "5194-4600-5086-7993", "Revolut", 9, "Aus_der_Region", 9.57, "USD", "CHF", 1614962649914, 1.08
1614962648636, "5164-1245-2906-2150", "AMEX", 1, "Aus_der_Region", 73.68, "USD", "CHF", 1614962649914, 1.08
1614962648713, "5146-6611-6177-9915", "Visa", 2, "Shop_am_Eck", 70.79, "USD", "CHF", 1614962649914, 1.08
1614962648188, "5147-3156-5874-9121", "MasterCard", 7, "Aus_der_Region", 10.25, "EUR", "EUR", 1614962648909, 1.0
1614962648381, "5144-4923-2688-6226", "MasterCard", 3, "SihlCity", 14.44, "EUR", "EUR", 1614962648909, 1.0
1614962648393, "5179-1723-8371-8214", "Maestro", 5, "Tante_Emma", 48.81, "EUR", "EUR", 1614962648909, 1.0
1614962648434, "5169-5083-4752-7516", "Maestro", 15, "BioMarkt", 41.24, "EUR", "EUR", 1614962648909, 1.0
1614962648454, "5120-1558-6203-4767", "Revolut", 0, "Tante_Emma", 86.83, "EUR", "EUR", 1614962648909, 1.0
1614962648508, "5192-9142-9306-3598", "AMEX", 14, "BioMarkt", 11.69, "EUR", "EUR", 1614962648909, 1.0
1614962648582, "5153-5924-8599-2905", "Revolut", 3, "SihlCity", 75.23, "EUR", "EUR", 1614962648909, 1.0
1614962648887, "5174-1680-4438-2449", "Diners Club", 0, "Tante_Emma", 12.27, "EUR", "EUR", 1614962648909, 1.0
1614962648764, "5159-1202-1715-1174", "Maestro", 3, "SihlCity", 28.9, "USD", "CHF", 1614962649914, 1.08
1614962648949, "5174-2040-7305-3154", "Visa", 10, "Aus_der_Region", 60.9, "EUR", "EUR", 1614962648909, 1.0
1614962649270, "5174-7360-1745-4256", "Maestro", 4, "BioMarkt", 84.72, "EUR", "EUR", 1614962648909, 1.0
1614962649299, "5194-5033-3325-6066", "AMEX", 5, "Tante_Emma", 79.94, "EUR", "EUR", 1614962648909, 1.0
1614962648795, "5152-2040-9479-2553", "MasterCard", 0, "Tante_Emma", 8.8, "USD", "CHF", 1614962649914, 1.08
1614962648929, "5195-4175-3268-1210", "AMEX", 3, "SihlCity", 30.33, "USD", "CHF", 1614962649914, 1.08
